Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_12,EMA_26,MACD,Signal,RSI,SMA_20,BB_Upper,BB_Lower,L14,H14,%K,%D,High-Low,High-Close,Low-Close,True Range,ATR,OBV
2020-01-16,76.32100677490234,76.43238014496747,75.55837921189631,75.92153589794125,108829200,0.0,0.0,74.64772682389466,73.81650856919964,0.8312182546950169,0.46076485232092,0.0,0.0,0.0,0.0,70.87606037263818,76.88511970700802,90.6122921804873,81.93644386087158,0.8740009330711587,1.0556024960416863,0.18160156297052765,1.0556024960416863,0.0,117027600
2020-01-17,77.16595458984375,77.16837061022176,76.26290232469962,76.57037231867773,137816400,0.0,0.0,75.03514648019451,74.06461568183995,0.9705307983545595,0.5627180415276479,0.0,0.0,0.0,0.0,70.87606037263818,77.16837061022176,99.96160358776984,88.49092046088232,0.905468285522133,0.8473638353194133,0.058104450202719704,0.905468285522133,0.0,254844000
2020-01-21,76.64302062988281,77.23617220085674,76.50501929653306,76.7931242324277,110843200,0.0,0.0,75.2825117339927,74.25560864095424,1.0269030930384702,0.6555550518298124,0.0,0.0,0.0,0.0,70.87606037263818,77.23617220085674,90.67388140489963,93.74925905771893,0.7311529043236789,0.07021761101299262,0.6609352933106862,0.7311529043236789,0.0,144000800
2020-01-22,76.91657257080078,77.47098633963294,76.82214830621916,77.12961824131806,101832400,0.0,0.0,75.53390570888625,74.45271708020213,1.0811886286841172,0.7406817672006734,70.86842548133414,0.0,0.0,0.0,70.87606037263818,77.47098633963294,91.59332837816925,94.07627112361291,0.6488380334137815,0.8279657097501314,0.17912767633634985,0.8279657097501314,1.2397484580507288,245833200
2020-01-23,77.2870101928711,77.3669014145498,76.42027207993955,76.96985393819801,104472000,0.0,0.0,75.80361409103777,74.66266471817761,1.1409493728601632,0.8207352883325714,71.90261022153982,0.0,0.0,0.0,70.87606037263818,77.47098633963294,97.21033793776172,93.15918257361021,0.9466293346102503,0.4503288437490198,0.4963004908612305,0.9466293346102503,1.2138087198724006,350305200
2020-01-24,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600,0.0,0.0,75.99756115695985,74.84056140716677,1.1569997497930729,0.8879881806246717,75.40150003756995,0.0,0.0,0.0,70.87606037263818,78.27963174807223,83.58411545258357,90.79592725617151,1.40662632057564,0.9926215552011399,0.41400476537450004,1.40662632057564,1.2437261216776807,203767600
2020-01-27,74.79816436767578,75.48089322464955,73.81279759380895,75.06689673049003,161940000,0.0,0.0,75.81303857399305,74.83742088572299,0.9756176882700629,0.90551408215375,59.51344975590577,0.0,0.0,0.0,71.94375136900179,78.27963174807223,45.0515607531444,75.28200471449657,1.6680956308405968,1.5833767948817012,3.251472425722298,3.251472425722298,1.3512905386531304,41827600
2020-01-28,76.9141616821289,77.08605376922371,75.58258723533865,75.6818509443487,162234000,0.0,0.0,75.98244212909088,74.99125353730861,0.9911885917822758,0.9226489840794552,67.41240617130003,0.0,0.0,0.0,71.94375136900179,78.27963174807223,78.44861353067172,69.02809657879989,1.5034665338850601,2.287889401547929,0.7844228676628688,2.287889401547929,1.4555688503008537,204061600
2020-01-29,78.52416229248047,79.37395133976464,77.80753513570895,78.5507976259598,216229200,0.0,0.0,76.37347600038159,75.25295048213616,1.1205255182454295,0.96222429091265,68.46511295199369,0.0,0.0,0.0,73.81279759380895,79.37395133976464,84.71919520748062,69.40645649709892,1.5664162040556988,2.4597896576357385,0.8933734535800397,2.4597896576357385,1.5053738324589045,420290800
2020-01-30,78.4103775024414,78.46364078408652,77.17080373518314,77.60417282727558,126743200,0.0,0.0,76.68684546223693,75.48683396512173,1.2000114971151987,1.0097817321531597,63.879094498733345,75.5454231262207,79.59613122101291,71.49471503142848,73.81279759380895,79.37395133976464,82.67313075365482,81.94697983060239,1.2928370489033796,0.06052150839394699,1.3533585572973266,1.3533585572973266,1.4768389743180868,293547600
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,0.0,0.0,76.41713790464519,75.44586451125276,0.9712733933924227,1.0020800644010124,49.36884912289893,75.65630760192872,79.49686810952531,71.81574709433212,73.81279759380895,79.37395133976464,20.15676593540157,62.51636396551234,3.4838789914569332,0.28811988050115644,3.7719988719580897,3.7719988719580897,1.6698313993670166,93959200
2020-02-03,74.72795867919922,75.89731989448796,73.16880546652003,73.67237945985059,173788400,0.0,0.0,76.1572641776535,75.39268630147102,0.7645778761824857,0.9545796267573071,42.987496099520015,75.79225006103516,79.26400737343377,72.32049274863655,73.16880546652003,79.37395133976464,25.126777746687463,42.652224811914614,2.728514427967937,0.9635735565973391,1.764940871370598,2.728514427967937,1.748168222138032,-79829200
2020-02-04,77.19499969482422,77.38626426505087,75.93121426303615,76.33794793595989,136616400,0.0,0.0,76.31691579567976,75.52619099727497,0.7907247984047956,0.9218086610868048,54.73954208052613,76.02285537719726,79.19697371844056,72.84873703595396,73.16880546652003,79.37395133976464,64.8847635478726,36.722769076653876,1.4550500020147155,2.65830558585165,1.2032555838369348,2.65830558585165,1.8446641436954851,56787200
2020-02-05,77.824462890625,78.62582786926725,77.21920188630669,78.32561338698618,118826800,0.0,0.0,76.54884611797902,75.69643335974534,0.8524127582336831,0.9079294805161805,57.61870723986521,76.30200119018555,79.02598532759826,73.57801705277284,73.16880546652003,79.37395133976464,75.0289762474235,55.01350584732785,1.4066259829605627,1.430828174443036,0.024202191482473268,1.430828174443036,1.8439715823748233,175614000
2020-02-06,78.73479461669922,78.73721802576215,77.53638189287197,78.0956426416798,105425600,0.0,0.0,76.8851458870129,75.92149715655674,0.963648730456157,0.9190733305041758,57.529085429584796,76.568558883667,79.13729217903392,73.99982558830007,73.16880546652003,79.37395133976464,89.6995697277909,76.53776984102899,1.2008361328901742,0.9127551351371466,0.28808099775302765,1.2008361328901742,1.8543454135782866,281039600
2020-02-07,77.66456604003906,78.48239314790939,77.17192792843306,78.23243405494627,117684000,0.0,0.0,77.00505667978615,76.05061337014801,0.9544433096381368,0.9261473263309681,51.53371382440463,76.70364685058594,79.19996719392182,74.20732650725006,73.16880546652003,79.37395133976464,72.45213351356266,79.06022649625902,1.3104652194763275,0.2524014687898273,1.5628666882661548,1.5628666882661548,1.9013024423457168,163355600
2020-02-10,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800,0.0,0.0,77.16326944231605,76.19748938985784,0.9657800524582143,0.9340738715564174,54.317809956183396,76.84870529174805,79.29726919492813,74.40014138856796,73.16880546652003,79.37395133976464,78.3967737148909,80.18282565208149,1.8686240994382644,0.36887359619140625,1.499750503246858,1.8686240994382644,1.9825503848539014,272704400
2020-02-11,77.5626220703125,78.60371692560051,77.34421247844126,78.53091619696823,94323200,0.0,0.0,77.22470830816165,76.29861032915076,0.9260979790108905,0.9324786930473121,51.98196085370438,76.88996467590331,79.3583632131908,74.42156613861583,73.16880546652003,79.37395133976464,70.809239506031,73.88604891149485,1.2595044471592445,0.5702772893700399,0.6892271577892046,1.2595044471592445,2.013374580383124,178381200
2020-02-12,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400,0.0,0.0,77.56007305499796,76.52868209459128,1.0313909604066822,0.9522611465191863,55.95834989897463,77.07513236999512,79.71754562219351,74.43271911779672,73.16880546652003,79.40943007689862,99.92226875348157,83.0427606581345,1.395404380046429,1.8468080065861159,0.4514036265396868,1.8468080065861159,2.0776730569528286,292111600
2020-02-13,78.8391342163086,79.16675238353734,78.47026476188894,78.67411425559266,94747600,0.0,0.0,77.7568516951996,76.69982669619996,1.057024998999637,0.9732139170152765,54.899565592280155,77.24825019836426,79.87579859076169,74.62070180596683,73.16880546652003,79.40943007689862,90.86155798331154,87.19768874760803,0.6964876216484015,0.23782677906031324,0.9343144007087147,0.9343144007087147,2.043936491248048,197364000
2020-02-14,78.85856628417969,79.10852542853588,78.34893875905203,78.80759834748271,80113600,0.0,0.0,77.9263462473504,76.85973333234661,1.0666129150037875,0.9918937166129786,62.79609013633166,77.37512817382813,80.0586226454014,74.69163370225486,73.16880546652003,79.40943007689862,91.17293815887382,93.98558829855564,0.759586669483852,0.26939121222729057,0.49019545725656144,0.759586669483852,1.8659446515167306,277477600
2020-02-18,77.41460418701172,77.5966134445047,76.34923977828454,76.5312490357775,152531200,0.0,0.0,77.84761669960598,76.90083487713662,0.9467818224693616,0.9828713377842553,51.64686895548829,77.38756065368652,80.06927811933195,74.70584318804109,73.16880546652003,79.40943007689862,68.03483601225248,83.35644405147929,1.247373666220156,1.26195283967499,2.509326505895146,2.509326505895146,1.8817615875415317,124946400
2020-02-19,78.53579711914062,78.76634519119376,77.65730009675248,77.65730009675248,93984000,0.0,0.0,77.95349061030362,77.02194319135913,0.9315474189444899,0.9726065540163022,50.03956092304323,77.48219947814941,80.186781075443,74.77761788085583,73.16880546652003,79.40943007689862,86.00087309906307,81.73621575672979,1.109045094441285,1.3517410041820455,0.24269590974076038,1.3517410041820455,1.8026152551519823,218930400
2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000,0.0,0.0,77.91912086722205,77.07439830905649,0.8447225581655573,0.9470297548461533,47.79081700154452,77.52287521362305,80.21608468357714,74.82966574366897,73.16880546652003,79.40943007689862,73.09014878793995,75.70861929975183,1.562853484025851,0.24994538118403398,1.312908102841817,1.562853484025851,1.817579178489734,118364400
2020-02-21,75.97066497802734,77.76649566805042,75.35183643347615,77.32238890983989,129554000,0.0,0.0,77.61935842273056,76.99264028453581,0.6267181381947466,0.882967431515872,53.79000022866436,77.45705795288086,80.237464133137,74.67665177262472,73.16880546652003,79.40943007689862,44.897100626733106,67.99604083791205,2.4146592345742732,0.03640838777698718,2.378250846797286,2.4146592345742732,1.7206263472480328,-11189600
2020-02-24,72.3620376586914,73.8181119648714,70.19006459555902,72.13877707909086,222195200,0.0,0.0,76.81053984364762,76.6496326826214,0.16090716102621627,0.7385553774179409,43.07501703856745,77.22194633483886,80.81785125668601,73.62604141299171,70.19006459555902,79.40943007689862,23.558812884606496,47.18202076642652,3.628047369312384,2.152553013155938,5.780600382468322,5.780600382468322,1.9386324868552032,-233384800
2020-02-25,69.91097259521484,73.41768758581995,69.4377529242665,73.03425797216033,230673600,0.0,0.0,75.74906795927333,76.15047267614685,-0.40140471687351464,0.5105633585596497,28.65990386884964,76.97758674621582,81.74151731730316,72.21365617512848,69.4377529242665,79.40943007689862,4.745637706250569,24.400517072530054,3.979934661553443,1.0556499271285418,2.9242847344249014,3.979934661553443,2.0330345636910456,-464058400
2020-02-26,71.02000427246094,72.28921804434103,69.52752997923261,69.53481005262495,198054800,0.0,0.0,75.02151969976374,75.77043797957752,-0.748918279813779,0.258667030884964,30.609765536337477,76.68287887573243,82.14187676764412,71.22388098382073,69.4377529242665,79.40943007689862,15.867454629917589,14.723968406924884,2.761688065108416,2.378245449126183,0.38344261598223284,2.761688065108416,2.1280959844528584,-266003600
2020-02-27,66.37757110595703,69.4062083168437,66.2416714304022,68.21708245275049,320605600,0.0,0.0,73.69168145456271,75.07467006301304,-1.382988608450333,-0.06966409698209536,20.962711762309894,76.07554931640625,83.13894920090921,69.0121494319033,66.2416714304022,79.40943007689862,1.0320638401180249,7.215052058762061,3.164536886441496,1.6137959556172348,4.778332842058731,4.778332842058731,2.3836314636791838,-586609200
2020-02-28,66.3387451171875,67.56427882911555,62.215630206085294,62.431618127058165,426510000,0.0,0.0,72.5604604795819,74.42756451147042,-1.8671040318885161,-0.42915208396337956,22.030584206424933,75.47196769714355,83.66763925169974,67.27629614258737,62.215630206085294,79.40943007689862,23.98024253999513,13.62658700334358,5.3486486230302575,1.18670772315852,4.1619408998717375,5.3486486230302575,2.654044459019477,-1013119200
2020-03-02,72.51492309570312,73.15317015362184,67.39682304876307,68.50343887480543,341397200,0.0,0.0,72.55345472821594,74.28588736956173,-1.7324326413457953,-0.6898081954398627,39.409504583212176,75.35102653503418,83.6508654471396,67.05118762292877,62.215630206085294,79.40943007689862,59.9012025637334,28.304502981282184,5.756347104858776,6.8144250364343435,1.0580779315755677,6.8144250364343435,3.0073159545191968,-671722000
2020-03-03,70.21189880371094,73.77442519005979,69.3576638774749,73.69434436871329,319475600,0.0,0.0,72.19321535521517,73.98411043875797,-1.790895083542793,-0.9100255730604487,36.82019220193953,75.12522354125977,83.73632382903035,66.51412325348919,62.215630206085294,79.40943007689862,46.5066980960639,43.4627143999308,4.416761312584882,1.2595020943566624,3.1572592182282193,4.416761312584882,3.2328343020495995,-991197600
2020-03-04,73.46863555908203,73.62880458228122,71.13649400429283,71.93976087414214,219178400,0.0,0.0,72.38943384811776,73.94592711433752,-1.5564932662197606,-1.0393191116923113,39.870778992186544,74.93890533447265,83.52265374548537,66.35515692345993,62.215630206085294,79.16675238353734,66.38501707752039,57.59763924577256,2.492310577988391,3.416905778570282,0.9245952005818907,3.416905778570282,3.3449841429056115,-772019200
2020-03-05,71.08553314208984,72.69448862777347,70.71908549659396,71.71649259248731,187572800,0.0,0.0,72.18883373949808,73.73404607935622,-1.5452123398581392,-1.1404977573254769,37.54191187791691,74.60195884704589,83.23768483496258,65.9662328591292,62.215630206085294,79.10852542853588,52.50670662830736,55.13280726729722,1.9754031311795046,0.7741469313085645,2.749550062488069,2.749550062488069,3.474643833032708,-959592000
2020-03-06,70.14151000976562,70.57590748684923,68.24861680086957,68.43547696188391,226176800,0.0,0.0,71.87386085800078,73.46793229642358,-1.5940714384228016,-1.231212493544942,36.39801961150328,74.17229461669922,82.79732454704038,65.54726468635806,62.215630206085294,78.78574250032466,47.83238437048768,55.57470269210514,2.327290685979662,0.5096256552406118,2.836916341220274,2.836916341220274,3.623024523871024,-1185768800
2020-03-09,64.59387969970703,67.48660954634035,63.82458392757783,64.00659319733327,286744800,0.0,0.0,70.75386375672483,72.81059506703718,-2.056731310312358,-1.3963162568984253,32.26585420421878,73.51876029968261,82.97075370379416,64.06676689557106,62.215630206085294,78.78574250032466,14.352645602196763,38.23057886699727,3.66202561876252,2.654900463425278,6.316926082187798,6.316926082187798,3.894995922177642,-1472513600
2020-03-10,69.24602508544922,69.51297346708441,65.37044115282052,67.25606172575357,285290000,0.0,0.0,70.52188857652858,72.54655284617881,-2.0246642696502306,-1.5219858594487863,38.29353492791024,73.07938957214355,82.46447130303555,63.69430784125156,62.215630206085294,78.78574250032466,42.42816677460765,34.871065582430695,4.142532314263889,4.919093767377376,0.7765614531134872,4.919093767377376,4.149806833834451,-1187223600
2020-03-11,66.8410873413086,68.24620108036899,65.97472137640763,67.31674360006403,255598800,0.0,0.0,69.95561146341781,72.12392577174398,-2.168314308326174,-1.651251549224264,36.8099043987163,72.54331283569336,82.07385467092328,63.012771000463424,62.215630206085294,77.76649566805042,29.744049591573983,28.84162065612613,2.2714797039613615,0.9998240050802281,3.2713037090415895,3.2713037090415895,4.271838992764147,-1442822400
2020-03-12,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000,0.0,0.0,68.46093395706417,71.24365035695695,-2.7827163998927773,-1.8775445193579667,32.94566253574834,71.58509426116943,82.02161007191852,61.148578450420345,60.18439253845632,73.8181119648714,0.40939036452946087,24.19386891023703,5.338938047766291,1.3177567550859806,6.656694802852272,6.656694802852272,4.574841533355433,-1861296400
2020-03-13,67.45748138427734,67.93070839286551,61.38565181622262,64.28324334840872,370732000,74.12297996520996,0.0,68.30655663817389,70.96319339601772,-2.6566367578438275,-2.033362967055139,45.068546323905636,71.01601161956788,81.01930673041021,61.01271650872554,60.18439253845632,73.77442519005979,53.51781729845736,27.8904190848536,6.545056576642892,7.690500720746371,1.1454441441034788,7.690500720746371,4.711262986089579,-1490564400
2020-03-16,58.77928161621094,62.87327141626091,58.242959402399286,58.716182706946256,322423600,73.84424446105957,0.0,66.84082201941035,70.06068141232832,-3.219859392917968,-2.2706622522277047,40.05289431853416,70.01204738616943,80.70770416306158,59.31639060927728,58.242959402399286,73.77442519005979,3.4531332786582145,19.126780313881678,4.6303120138616265,4.584209968016431,9.214521981878057,9.214521981878057,5.08516208039848,-1812988000
2020-03-17,61.36381912231445,62.5165408014644,57.85467875074367,60.06548484229005,324056000,73.63133865356446,0.0,65.99820618908791,69.41646939084582,-3.4182632017579095,-2.5001824421337457,41.59307218754066,69.20950813293457,79.97493741107459,58.444078854794554,57.85467875074367,73.77442519005979,22.04269009388255,26.337880223666037,4.661862050720728,3.737259185253464,0.9246028654672642,4.661862050720728,5.220888793656502,-1488932000
2020-03-18,59.86163711547852,60.66975874633833,57.54405159077075,58.18715325527487,300233600,73.37691352844239,0.0,65.05411863930185,68.70870403711491,-3.654585397813065,-2.73106303326961,43.998919877038,68.27580013275147,78.87337219371912,57.67822807178382,57.54405159077075,73.77442519005979,14.279311011463722,13.258378128001496,3.125707155567582,0.6940603759761217,3.819767531543704,3.819767531543704,5.152419842905429,-1789165600
2020-03-19,59.40296936035156,61.35896164078844,58.876356338925326,60.036361741511776,271857200,73.12014198303223,0.0,64.18471105792487,68.01939035735467,-3.8346792994297942,-2.951786286501647,43.66127142447949,67.35944423675537,77.68075537771611,57.03813309579463,57.54405159077075,73.77442519005979,11.453327048169173,15.925109384505149,2.482605301863117,1.4973245253099208,0.9852807765531963,2.482605301863117,4.947702462822062,-2061022800
2020-03-20,55.63174819946289,61.11386719257989,55.33082483657408,59.98540735898822,401693200,72.76470413208008,0.0,62.86887061816149,67.10178723454787,-4.232916616386383,-3.2080123524785944,33.860705094408445,66.34249839782714,77.09049314179208,55.5945036538622,55.33082483657408,73.77442519005979,1.6315868762338561,9.121408311955584,5.783042356005808,1.7108978322283264,4.072144523777482,5.783042356005808,4.87403227136288,-2462716000
2020-03-23,54.449893951416016,55.45215955190559,51.595989830091725,55.350234801464175,336752800,72.3544458770752,0.0,61.57364343866218,66.16460995431588,-4.590966515653697,-3.4846031851136154,34.6024224182013,65.44689121246338,77.0352161022972,53.85856632262958,51.595989830091725,73.62880458228122,12.95297107198324,8.679294998795422,3.8561697218138633,0.17958864755730275,4.035758369371166,4.035758369371166,4.846817775419043,-2799468800
2020-03-24,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200,72.05005241394043,0.0,61.31809793367569,65.70149793223692,-4.383399998561231,-3.6643625478031385,37.304550683424196,64.94697246551513,76.58697660574892,53.30696832528134,51.595989830091725,72.69448862777347,39.418007439836934,18.000855129351343,3.2494719304231907,5.6592731186008365,2.4098011881776458,5.6592731186008365,5.006986871135512,-2511937600
2020-03-25,59.582557678222656,62.67186075528643,59.28648895944169,60.851767993758266,303602000,71.70695487976074,0.0,61.051091740529074,65.24824309860622,-4.19715135807715,-3.7709203098579414,38.7964497423073,64.37510013580322,75.88189930919154,52.8683009624149,51.595989830091725,70.57590748684923,42.079043714221,31.483340742013723,3.3853717958447405,2.7592630990364313,0.6261086968083092,3.3853717958447405,5.052402709232417,-2815539600
2020-03-26,62.71797180175781,62.77621240154902,59.78640854897909,59.82523808416542,252087200,71.44728981018066,0.0,61.30753482687196,65.06081559513598,-3.7532807682640197,-3.767392401539157,43.06570242992391,64.19212017059326,75.68121871298828,52.703021628198236,51.595989830091725,69.51297346708441,62.07508025001541,47.85737713469111,2.9898038525699278,3.193654723326361,0.20385087075643327,3.193654723326361,5.077884022239995,-2563452400
2020-03-27,60.12130355834961,62.09428153233142,59.95385443702902,61.33712415208677,204216800,71.14218032836914,0.0,61.12503770863775,64.69492581463328,-3.569888105995531,-3.727891542430432,45.57842452153863,63.88124809265137,75.46188347661433,52.30061270868841,51.595989830091725,69.51297346708441,47.58230459160598,50.57880951861413,2.1404270953023996,0.6236902694263904,2.76411736472879,2.76411736472879,4.824111970992923,-2767669200
2020-03-30,61.83704376220703,62.0093475048291,60.52414930589501,60.8493420241544,167976400,70.85250106811523,0.0,61.234577101494565,64.48323084778688,-3.2486537462923195,-3.63204398320281,42.2240432572876,63.347354125976565,74.2146432610553,52.48006499089783,51.595989830091725,68.24620108036899,61.507051037143434,57.05481195958828,1.4851981989340928,1.8880439464794918,0.40284574754539904,1.8880439464794918,4.607608412357359,-2599692800
2020-03-31,61.710845947265625,63.70081315714961,61.15511262455559,62.02875857181586,197002000,70.54339889526368,0.0,61.30784923161319,64.27786900330382,-2.9700197716906303,-3.4996391409003746,44.345168966870304,62.9223014831543,73.31367607277504,52.53092689353356,51.595989830091725,67.93070839286551,61.922438869599226,57.00393149944955,2.5457005325940187,1.8637693949425795,0.6819311376514392,2.5457005325940187,4.555779614039676,-2796694800
2020-04-01,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400,70.17981460571289,0.0,60.87030414249482,63.847197681010485,-2.976893538515668,-3.3950900204234333,47.88562593596104,62.17206001281738,71.46613209912616,52.87798792650862,51.595989830091725,67.93070839286551,42.0442892568904,55.157926387877694,2.3272910148077273,1.3517171583562515,3.6790081731639788,3.6790081731639788,4.343087711919083,-2972913200
2020-04-02,59.43937301635742,59.49276269917482,57.49066070248686,58.32547715782636,165934000,69.83027061462403,0.0,60.65016089231983,63.52069215029544,-2.870531257975607,-3.290178267933868,38.79088948832485,61.58975200653076,69.94426365816064,53.23524035490088,51.595989830091725,63.70081315714961,64.79551971721425,56.254082614567956,2.002101996687955,1.0289565468310684,0.9731454498568866,2.002101996687955,3.9367735173434824,-2806979200
2020-04-03,58.58514022827149,59.626231543601605,57.99300285608874,58.9224639013772,129880000,69.45623321533203,0.0,60.33246540554316,63.155095711627,-2.8226303060838376,-3.196668675563862,49.65260015740949,61.01193351745606,68.4211383376016,53.60272869731051,51.595989830091725,63.70081315714961,57.73855767047461,54.85945554819309,1.6332286875128688,0.1868585272441834,1.4463701602686854,1.6332286875128688,3.395252567745969,-2936859200
2020-04-06,63.69596862792969,63.85127936413574,60.51930084799207,60.88817032671101,201820400,69.1888671875,0.0,60.84992743975648,63.195160372093866,-2.345232932337389,-3.0263815269185677,53.82716649115442,60.967037963867185,68.29529466939006,53.63878125834431,51.595989830091725,63.85127936413574,98.73270446396273,73.75559395055053,3.3319785161436712,5.26613913586425,1.9341606197205792,5.26613913586425,3.438415216684792,-2735038800
2020-04-07,62.95821380615234,65.93588999958892,62.85386360925453,65.7174729657415,202887200,68.95206817626953,0.0,61.17427918843276,63.177608774616715,-2.003329586183952,-2.821771138771645,55.212402367265106,60.65264739990234,66.95280980492804,54.35248499487665,51.595989830091725,65.93588999958892,79.23502842395769,78.56876351946501,3.0820263903343914,2.2399213716592357,0.8421050186751557,3.0820263903343914,3.3857194208841266,-2937926000
2020-04-08,64.56961059570312,64.88509036892265,63.39504499184154,63.76148528714011,168895200,68.70517715454102,0.0,61.69663786647436,63.280720020623114,-1.5840821541487529,-2.5742333418470666,58.37200366725315,60.53907356262207,66.43867304063563,54.63947408460851,51.595989830091725,65.93588999958892,90.47218328829952,89.47997205873999,1.4900453770811097,1.9268765627703104,0.43683118568920065,1.9268765627703104,3.346024510948926,-2769030800
2020-04-09,65.03557586669922,65.54035259038304,64.2371668835504,65.20788337650332,161834800,68.4354054260254,0.0,62.21032063573973,63.41070934255468,-1.2003887068149552,-2.2994644148406445,67.06596874876686,60.778841972351074,67.00788237912204,54.549801565580104,51.595989830091725,65.93588999958892,93.72161505181184,87.80960892135636,1.303185706832636,0.9707419946799121,0.33244371215272395,1.303185706832636,3.0260347502936997,-2607196000
2020-04-13,66.31205749511719,66.42126604167221,64.51137549316124,65.1132222675946,131022800,68.1934390258789,0.0,62.841357075643955,63.625624020522274,-0.7842669448783184,-1.9964249208481792,71.45364698096834,60.721570777893064,66.7084183919495,54.73472316383663,56.85969513959366,66.42126604167221,98.85783885658515,94.35054573223216,1.9098905485109725,1.3856901749729928,0.5242003735379797,1.9098905485109725,2.874187048803686,-2476173200
2020-04-14,69.6610107421875,69.95222853281514,67.47689953040836,67.95012658868427,194994800,68.08798431396484,0.0,63.8905345628045,64.07268970360859,-0.1821551408040918,-1.633570964839362,69.09036932474385,61.26565723419189,68.38082463511883,54.150489833264956,57.49066070248686,69.95222853281514,97.66307261197485,96.74750884012396,2.475329002406781,3.6401710376979537,1.1648420352911728,3.6401710376979537,2.729965471596337,-2281178400
