Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_12,EMA_26,MACD,Signal,RSI,SMA_20,BB_Upper,BB_Lower,L14,H14,%K,%D,High-Low,High-Close,Low-Close,True Range,ATR,OBV,News_Sentiment
2020-01-16,76.32101440429688,76.4323877854954,75.55838676505513,75.92154348740286,108829200,0.0,0.0,74.64773340976815,73.81651799251075,0.8312154172573969,0.4607619620821372,0.0,0.0,0.0,0.0,70.87607527260708,76.8850887121643,90.6128632520562,81.93690634729744,0.8740010204402608,1.055571989596956,0.1815709691566951,1.055571989596956,0.0,117027600,0.0
2020-01-17,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400,0.0,0.0,75.0351508791037,74.06462384198768,0.970527037116014,0.5627149770889126,0.0,0.0,0.0,0.0,70.87607527260708,77.16836298058836,99.96160345408732,88.49143041387777,0.9054681959985232,0.8473485762914805,0.0581196197070426,0.9054681959985232,0.0,254844000,0.0
2020-01-21,76.64300537109375,77.23615682397768,76.50500406521856,76.79310894375465,110843200,0.0,0.0,75.28251310864063,74.2556150663659,1.0268980422747234,0.6555515901260748,0.0,0.0,0.0,0.0,70.87607527260708,77.23615682397768,90.67383886511888,93.7494351904208,0.7311527587591229,0.0702098635284613,0.6609428952306615,0.7311527587591229,0.0,144000800,0.0
2020-01-22,76.91658020019531,77.47099402402007,76.82215592624772,77.1296258918447,101832400,0.0,0.0,75.53390804580289,74.4527235947977,1.0811844510051856,0.740678162301897,70.868498315947,0.0,0.0,0.0,70.87607527260708,77.47099402402007,91.59331834646322,94.07625355522316,0.6488380977723551,0.8279886529263223,0.1791505551539671,0.8279886529263223,1.2397479774661315,245833200,0.0
2020-01-23,77.28699493408203,77.3668861399878,76.42025699227077,76.96983874202517,104472000,0.0,0.0,75.80361372092275,74.66266961992987,1.140944100992883,0.8207313500400941,71.90262413266164,0.0,0.0,0.0,70.87607527260708,77.47099402402007,97.20998699383948,93.15904806847388,0.946629147717033,0.4503059397924858,0.4963232079245472,0.946629147717033,1.2138082063064064,350305200,0.0
2020-01-24,77.06424713134766,78.2796084989247,76.87298259611883,77.5339302350096,146537600,0.0,0.0,75.99755732252659,74.84056425040525,1.1569930721213382,0.8879836944563431,75.4014836397094,0.0,0.0,0.0,70.87607527260708,78.2796084989247,83.58403573995461,90.79578036008576,1.406625902805871,0.9926135648426708,0.4140123379632001,1.406625902805871,1.2437255633201352,203767600,0.0
2020-01-27,74.79818725585938,75.48091632174767,73.81282018047104,75.06691970090553,161940000,0.0,0.0,75.81303885073163,74.83742521377224,0.9756136369593946,0.9055096829569534,59.51357603200451,0.0,0.0,0.0,71.94375136900179,78.2796084989247,45.052087316271205,75.2820366833551,1.668096141276635,1.5833308095999854,3.2514269508766205,3.2514269508766205,1.351286705880623,41827600,0.0
2020-01-28,76.91415405273438,77.08604612277858,75.58257973802782,75.68184343719155,162234000,0.0,0.0,75.98244118950129,74.99125697962128,0.9911842098800036,0.9226445883415636,67.41258566297972,0.0,0.0,0.0,71.94375136900179,78.2796084989247,78.44878097825057,69.02830134482546,1.503466384750766,2.2878588669192084,0.7843924821684425,2.2878588669192084,1.4555628364834376,204061600,0.0
2020-01-29,78.52416229248047,79.37395133976464,77.80753513570895,78.5507976259598,216229200,0.0,0.0,76.37347520534423,75.2529536694627,1.1205215358815366,0.9622199778495584,68.46531616176345,0.0,0.0,0.0,73.81282018047104,79.37395133976464,84.71913314414059,69.40666714622078,1.5664162040556988,2.45979728703027,0.893381082974571,2.45979728703027,1.5053683635982409,420290800,0.0
2020-01-30,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200,0.0,0.0,76.68684244200702,75.48683578606935,1.2000066559376703,1.0097773134671808,63.87916434516435,75.54542350769043,79.59611536641728,71.49473164896358,73.81282018047104,79.37395133976464,82.67278599734686,81.94690003991268,1.2928367973151609,0.0605367775481369,1.3533735748632978,1.3533735748632978,1.476834031775955,293547600,0.0
